"STATUS","START_DATE","START_HOUR","TRANSCRITO","COMPANY_NAME","partido1_apoyo","partido2_apoyo","interaction_user","partido1_apoyo_real","partido2_apoyo_real","partido1_preferencia","partido2_preferencia","gobierno_calificacion"
"completed","2025-04-23T00:00:00.000Z","20:51:03","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""¿sí?"",""role"":""user""},{""content"":""Muchas gracias por su tiempo. Aprecio mucho su disposición para participar en la encuesta. \n\nPor favor, responda: ¿Con qué partido se identifica usted? Puede responder: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""¿bueno?"",""role"":""user""},{""content"":""Por favor, indíqueme su respuesta cuando esté listo. Puede responder con uno de los siguientes partidos: Morena, PAN, PRI, PETE, PEVEM o MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""sí."",""role"":""user""},{""content"":""Por favor, indíqueme cuál de esos partidos es de su preferencia. Puede responder: Morena, PAN, PRI, PETE, PEVEM, o MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""hola."",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""sí,"",""role"":""user""},{""content"":""Muchas gracias por su tiempo. Aprecio mucho su disposición para participar en la encuesta. \n\nPor favor, responda: ¿Con qué partido se identifica usted? Puede responder: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""sí."",""role"":""user""},{""content"":""Para clarificar, ¿podría indicarme cuál de estos partidos prefiere: Morena, PAN, PRI, PETE, PEVEM, o MOVIMIENTO CIUDADANO?"",""role"":""assistant""},{""content"":""el free."",""role"":""user""},{""content"":""Entiendo que se refiere al PRI. Ahora, ¿podría decirme cuáles son sus razones para apoyar a ese partido?"",""role"":""assistant""},{""content"":""¿quién es?"",""role"":""user""},{""content"":""Mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. Ya me ha indicado que prefiere al PRI. ¿Podría compartir por qué apoya a ese partido?"",""role"":""assistant""},{""content"":""sí, porque los impuestos estaban más"",""role"":""user""},{""content"":""Entiendo, muchas gracias por compartir su razón. Ahora, si tuviera que elegir otro partido como segunda opción, ¿cuál elegiría? Puede responder: Morena, PAN, PETE, PEVEM o MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""movimiento ciudadano."",""role"":""user""},{""content"":""Gracias por su respuesta. ¿Puede decirme por qué Movimiento Ciudadano sería su segunda opción?"",""role"":""assistant""},{""content"":""tienen buenas ideas, buenas ideas que traen."",""role"":""user""},{""content"":""Gracias por compartir su opinión. Ahora, ¿cuál es su opinión sobre el gobierno actual? Puede responder: Muy buena, Buena, Mala o Muy mala."",""role"":""assistant""},{""content"":""¿regular?"",""role"":""user""},{""content"":""Gracias por su respuesta. Su opinión es muy valiosa. Si tiene alguna pregunta que pueda responder, estoy aquí para ayudar. Si no, le agradezco nuevamente su participación y le deseo un excelente día."",""role"":""assistant""},{""content"":""hola."",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""hola."",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas? Su participación es voluntaria y sus respuestas serán confidenciales."",""role"":""assistant""},{""content"":""hola."",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas? Su participación es voluntaria y sus respuestas serán confidenciales."",""role"":""assistant""}]","Heraldo","Buenos programas sociales","Buenos programas sociales","true","los impuestos estaban más","tienen buenas ideas, buenas ideas que traen.","PRI","Movimiento Ciudadano","Neutral"
"completed","2025-04-23T00:00:00.000Z","23:37:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""¿quién es usted, dice?"",""role"":""user""},{""content"":""Soy Gabriela, una encuestadora que está realizando un estudio sobre las preferencias políticas en su comunidad. Su participación es voluntaria y sus respuestas serán confidenciales. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""dígame."",""role"":""user""},{""content"":""Gracias por su tiempo, aprecio su disposición para participar en la encuesta. La primera pregunta es: ¿Con qué partido se identifica usted? Por favor, responda: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""morena, soy morenista."",""role"":""user""},{""content"":""Gracias por su respuesta. ¿Cuáles son sus razones para apoyar a Morena?"",""role"":""assistant""},{""content"":""porque tenemos muchos apoyos de morena, del abuelito,"",""role"":""user""},{""content"":""Gracias por compartir sus razones. Si tuviera que elegir otro partido, ¿cuál sería su segunda opción? Por favor, responda: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""morena no voy a cambiar, nunca."",""role"":""user""},{""content"":""Entiendo su posición. Por último, ¿cuál es su opinión sobre el actual gobierno? Por favor, responda: Muy buena, Buena, Mala, Muy mala."",""role"":""assistant""},{""content"":""pues, está nos está ayudando nosotros los campesinos, no tengo ni por qué hacerlo a un lado."",""role"":""user""},{""content"":""Aprecio su respuesta y hablo muy bien de su compromiso. Antes de despedirme, ¿hay alguna otra pregunta que desee hacerme sobre el proceso de esta encuesta?"",""role"":""assistant""},{""content"":""isabel, no sé."",""role"":""user""},{""content"":""No se preocupe. Muchas gracias por su cooperación. Sus respuestas son muy valiosas para nuestra investigación. Que tenga un excelente día."",""role"":""assistant""},{""content"":""sí, gracias."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo","Recibe apoyo económico","Motivo no especificado","true","porque tenemos muchos apoyos de morena, del abuelito,","Motivo no especificado","Morena","Prefiere no decir","Bueno"
"completed","2025-04-23T00:00:00.000Z","21:43:37","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""sí."",""role"":""user""},{""content"":""Muchas gracias por su tiempo. Aprecio mucho su disposición para participar en la encuesta. \n\nPor favor, ¿con qué partido está usted? Puede responder: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""moreno."",""role"":""user""},{""content"":""Le agradezco su respuesta. Ahora, ¿cuáles son sus razones para apoyar a ese partido?"",""role"":""assistant""},{""content"":""es el mejor partido hasta el día de hoy."",""role"":""user""},{""content"":""Gracias por compartir su opinión. Si tuviera que elegir otro partido, ¿cuál sería su segunda opción? Puede responder: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""movimiento ciudadano."",""role"":""user""},{""content"":""Entiendo. ¿Por qué sería esa su segunda opción?"",""role"":""assistant""},{""content"":""creo que sería el mejor. después de morel."",""role"":""user""},{""content"":""Gracias por su respuesta. Ahora, ¿cuál es su opinión sobre el gobierno actual? Puede responder: Muy buena, buena, mala, muy mala."",""role"":""assistant""},{""content"":""bueno."",""role"":""user""},{""content"":""Gracias por su participación y respuestas. Son muy valiosas para nuestra investigación. ¿Tiene alguna pregunta antes de concluir?"",""role"":""assistant""},{""content"":""ninguna."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo","Partido del pueblo","Motivo no especificado","true","es el mejor partido hasta el día de hoy.","creo que sería el mejor.","Morena","Movimiento Ciudadano","Bueno"
"completed","2025-04-23T00:00:00.000Z","21:17:15","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""no, cabrón, no, no, no, ese día es mi número."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Prefiere no decir",
"completed","2025-04-23T00:00:00.000Z","18:42:14","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""¿bueno?"",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta para conocer las preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas? Su participación es voluntaria y sus respuestas serán confidenciales."",""role"":""assistant""},{""content"":""¿bueno?"",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta para conocer las preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas? Su participación es voluntaria y sus respuestas serán confidenciales."",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","21:15:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""¿quién habla, perdón?"",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta para conocer las preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas? Su participación es voluntaria y sus respuestas serán confidenciales."",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","23:38:27","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""eso, muy ocupada."",""role"":""user""},{""content"":""Lo entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","23:15:51","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""¿cómo es tu tumone?"",""role"":""user""},{""content"":""Mi tono es formal y profesional. Estoy aquí para escuchar atentamente y recoger sus respuestas de manera objetiva. Si tiene alguna pregunta adicional sobre la encuesta, por favor hágamelo saber. ¿Le gustaría participar en la encuesta?"",""role"":""assistant""},{""content"":""anita, porque"",""role"":""user""},{""content"":""Entiendo, si tiene otras consultas o decide no participar, no se preocupe. Gracias por su tiempo. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","22:55:02","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""sí, no sé nada de ese tema."",""role"":""user""},{""content"":""No hay problema. Agradezco su disposición para participar en la encuesta. Le haré algunas preguntas y si algo no es claro, por favor dígamelo. \n\nPrimera pregunta: ¿Con qué partido está usted? Por favor, responda: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""ay, no, ninguno."",""role"":""user""},{""content"":""Está bien, lo entiendo. En caso de que algún día tuviera que elegir, ¿cuál sería su segunda opción entre los siguientes partidos? Por favor, responda: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""}]","Heraldo",,,"false",,,"Ninguno","Ninguno",
"completed","2025-04-23T00:00:00.000Z","23:36:54","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""¿qué teléfono es mío?"",""role"":""user""},{""content"":""Lo siento, no puedo ayudar con eso. ¿Le gustaría participar en la encuesta? Su participación es voluntaria y sus respuestas serán confidenciales."",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","22:58:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""no, muchas gracias."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","18:44:12","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""dígame."",""role"":""user""},{""content"":""Gracias por su tiempo. Aprecio mucho su disposición para participar en la encuesta. \n\nPor favor, responda a la siguiente pregunta: ¿Con qué partido está usted? Puede responder: Morena, PAN, PRI, PETE, PEVEM, Movimiento Ciudadano."",""role"":""assistant""},{""content"":""hola."",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta para conocer las preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas? Su participación es voluntaria y sus respuestas serán confidenciales."",""role"":""assistant""},{""content"":""sí, diga."",""role"":""user""},{""content"":""Gracias por su tiempo. Aprecio mucho su disposición para participar en la encuesta. \n\nPor favor, responda a la siguiente pregunta: ¿Con qué partido está usted? Puede responder: Morena, PAN, PRI, PETE, PEVEM, Movimiento Ciudadano."",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","21:43:55","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""habla."",""role"":""user""},{""content"":""¡Muchas gracias por su tiempo y disposición para participar en la encuesta! Comencemos.\n\nPor favor, dígame: ¿Con qué partido está alineado? Las opciones son: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""},{""content"":""con ninguno, todos son unos gateros."",""role"":""user""},{""content"":""Entiendo su perspectiva. Si en algún momento necesita contar con una referencia, esta encuesta se centra en las opciones disponibles que mencioné. \n\nSi prefiere no continuar, no hay problema. Pero si desea participar, ¿podría decirme, si tuviera que elegir, cuál sería su segunda opción de partido entre Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO?"",""role"":""assistant""},{""content"":""1 que no tenga rateros."",""role"":""user""},{""content"":""Comprendo su preocupación. Si desea finalizar la encuesta, lo respeto completamente. No obstante, si quiere continuar, estoy aquí para escuchar sus respuestas. ¿Le gustaría que continuara con alguna otra pregunta o prefiere terminar aquí?"",""role"":""assistant""}]","Heraldo",,,"false",,,"Ninguno","Ninguno",
"completed","2025-04-23T00:00:00.000Z","22:58:22","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""voy en el reporte ahorita, señorita."",""role"":""user""},{""content"":""Entiendo. Gracias por su atención. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","22:58:23","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""dónde, perdón?"",""role"":""user""},{""content"":""Estoy llevando a cabo una encuesta telefónica sobre las preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas? Su participación es voluntaria y sus respuestas serán confidenciales."",""role"":""assistant""},{""content"":""ahorita no puedo, gracias."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,"false",,,"Prefiere no decir","Sin información",
"completed","2025-04-23T00:00:00.000Z","21:40:52","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""mire, estoy ahorita en la estoy transfiriendo a mi mente. entonces más a tratar de"",""role"":""user""},{""content"":""Entiendo, no se preocupe. Muchas gracias por su tiempo. Que tenga un excelente día."",""role"":""assistant""},{""content"":""¿quién habla? bueno. ¿bueno? bueno."",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","21:47:05","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""hola."",""role"":""user""},{""content"":""Muchas gracias por su respuesta. Aprecio su disposición para participar en la encuesta. \n\n¿Con cuál partido simpatiza usted? Por favor, responda: Morena, PAN, PRI, PETE, PEVEM, MOVIMIENTO CIUDADANO."",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
"completed","2025-04-23T00:00:00.000Z","22:54:49","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""un momento, no, muchas gracias."",""role"":""user""},{""content"":""Entiendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,"false",,,"Prefiere no decir","Prefiere no decir",
"completed","2025-04-23T00:00:00.000Z","21:16:03","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""¿bueno?"",""role"":""user""},{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta para conocer las preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas? Su participación es voluntaria y sus respuestas serán confidenciales."",""role"":""assistant""}]","Heraldo",,,"false",,,"Sin información","Sin información",
